,movie,year,rating,genre,runtime_min,imdb,metascore,votes,n_imdb
511,Tank Girl,1995,R,"['Action', ' Comedy', ' Sci-Fi']",104,5.3,46,33196,53.0
512,The 6th Day,2000,PG-13,"['Action', ' Mystery', ' Sci-Fi']",123,5.9,49,125050,59.0
513,I Origins,2014,R,"['Drama', ' Mystery', ' Romance']",106,7.3,57,128924,73.0
514,The Postman,1997,R,"['Action', ' Adventure', ' Drama']",177,6.1,29,75932,61.0
515,Krull,1983,PG,"['Action', ' Adventure', ' Fantasy']",121,6.1,45,34828,61.0
516,Lost in Space,1998,PG-13,"['Action', ' Adventure', ' Family']",130,5.2,42,73671,52.0
517,Level 16,2018,Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",102,6.1,46,13939,61.0
518,Zoom,2006,PG,"['Action', ' Adventure', ' Comedy']",83,4.3,26,21979,43.0
519,Frequency,2000,PG-13,"['Crime', ' Drama', ' Mystery']",118,7.4,67,111646,74.0
520,Paprika,2006,R,"['Animation', ' Drama', ' Fantasy']",90,7.7,81,87650,77.0
521,Vesper,2022,Not Rated,"['Adventure', ' Drama', ' Sci-Fi']",114,5.9,70,17507,59.0
522,Predator 2,1990,R,"['Action', ' Horror', ' Sci-Fi']",108,6.3,46,174483,63.0
523,Criminal,2016,R,"['Action', ' Sci-Fi', ' Thriller']",113,6.3,36,68138,63.0
524,The Emoji Movie,2017,PG,"['Animation', ' Adventure', ' Comedy']",86,3.4,12,67367,34.0
525,Mad Max Beyond Thunderdome,1985,PG-13,"['Action', ' Adventure', ' Sci-Fi']",107,6.2,71,141346,62.0
526,Doom,2005,R,"['Action', ' Horror', ' Sci-Fi']",105,5.2,34,115949,52.0
527,Attack the Block,2011,R,"['Action', ' Adventure', ' Comedy']",88,6.6,75,108907,66.0
528,Meet Cute,2022,TV-MA,"['Comedy', ' Drama', ' Fantasy']",89,5.7,50,8963,57.0
529,Flight of the Navigator,1986,PG,"['Adventure', ' Comedy', ' Family']",90,6.9,64,49900,69.0
530,eXistenZ,1999,R,"['Horror', ' Mystery', ' Sci-Fi']",97,6.8,68,103458,68.0
531,Pi,1998,R,"['Drama', ' Horror', ' Mystery']",84,7.3,72,182717,73.0
532,The Fourth Kind,2009,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",98,5.9,34,79650,59.0
533,The Munsters,2022,PG,"['Comedy', ' Family', ' Fantasy']",109,4.5,57,10155,45.0
534,Maximum Overdrive,1986,R,"['Action', ' Comedy', ' Horror']",98,5.4,24,33944,54.0
535,After Earth,2013,PG-13,"['Action', ' Adventure', ' Sci-Fi']",100,4.8,33,204996,48.0
536,Mission to Mars,2000,PG,"['Adventure', ' Sci-Fi', ' Thriller']",114,5.6,34,74949,56.0
537,Extinction,2018,TV-MA,"['Action', ' Drama', ' Sci-Fi']",95,5.8,40,55060,58.0
538,RoboCop 2,1990,R,"['Action', ' Crime', ' Sci-Fi']",117,5.8,42,89075,58.0
539,Shin Godzilla,2016,Not Rated,"['Action', ' Drama', ' Horror']",120,6.8,67,29702,68.0
540,Allegiant,2016,PG-13,"['Action', ' Adventure', ' Mystery']",120,5.7,33,127446,57.0
541,Chicken Little,2005,G,"['Animation', ' Adventure', ' Comedy']",81,5.7,48,96466,57.0
542,Plan 75,2022,,"['Drama', ' Sci-Fi']",113,6.7,70,1111,67.0
543,Virtuosity,1995,R,"['Action', ' Crime', ' Sci-Fi']",106,5.5,39,31176,55.0
544,Solaris,1972,PG,"['Drama', ' Mystery', ' Sci-Fi']",167,8.0,93,94405,80.0
545,The Void,2016,Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",90,5.9,62,38862,59.0
546,Mystery Men,1999,PG-13,"['Action', ' Comedy', ' Fantasy']",121,6.1,65,68782,61.0
547,The Lawnmower Man,1992,R,"['Horror', ' Sci-Fi']",108,5.4,42,37428,54.0
548,Penguins of Madagascar,2014,PG,"['Animation', ' Action', ' Adventure']",92,6.6,53,95846,66.0
549,Project Power,2020,R,"['Action', ' Crime', ' Sci-Fi']",113,6.0,51,92942,60.0
550,Johnny Mnemonic,1995,R,"['Action', ' Drama', ' Sci-Fi']",96,5.6,36,73924,56.0
551,Thunder Force,2021,PG-13,"['Action', ' Adventure', ' Comedy']",106,4.5,34,43690,45.0
552,Spy Kids 3: Game Over,2003,PG,"['Action', ' Adventure', ' Comedy']",84,4.3,57,62974,43.0
553,Zapped!,1982,R,"['Comedy', ' Fantasy', ' Sci-Fi']",98,4.9,10,7253,49.0
554,Pulse,2001,R,"['Horror', ' Mystery', ' Sci-Fi']",119,6.5,70,23027,65.0
555,Killer Klowns from Outer Space,1988,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",88,6.2,43,41363,62.0
556,Despicable Me 3,2017,PG,"['Animation', ' Adventure', ' Comedy']",89,6.2,49,142662,62.0
557,Cowboys & Aliens,2011,PG-13,"['Action', ' Drama', ' Sci-Fi']",119,6.0,50,226003,60.0
558,Beneath the Planet of the Apes,1970,G,"['Action', ' Adventure', ' Sci-Fi']",95,6.0,46,48832,60.0
559,Osmosis Jones,2001,PG,"['Animation', ' Action', ' Adventure']",95,6.3,57,37355,63.0
560,Dual,2022,R,"['Comedy', ' Drama', ' Sci-Fi']",94,5.8,62,10566,58.0
561,The Darkest Minds,2018,PG-13,"['Action', ' Adventure', ' Drama']",104,5.7,39,33947,57.0
562,Minor Premise,2020,,"['Drama', ' Sci-Fi', ' Thriller']",95,5.2,66,4668,52.0
563,Nausicaä of the Valley of the Wind,1984,PG,"['Animation', ' Adventure', ' Sci-Fi']",117,8.0,86,173943,80.0
564,Firestarter,2022,R,"['Drama', ' Horror', ' Sci-Fi']",94,4.6,32,18837,46.0
565,Evolution,2001,PG-13,"['Comedy', ' Sci-Fi']",101,6.1,40,132205,61.0
566,The Colony,2021,R,"['Action', ' Adventure', ' Sci-Fi']",104,5.4,52,10831,54.0
567,Superman IV: The Quest for Peace,1987,PG,"['Action', ' Adventure', ' Sci-Fi']",90,3.7,24,50589,37.0
568,After Yang,2021,PG,"['Drama', ' Sci-Fi']",96,6.7,78,18923,67.0
569,Push,2009,PG-13,"['Action', ' Sci-Fi', ' Thriller']",111,6.1,36,113565,61.0
570,Secret Headquarters,2022,PG,"['Action', ' Adventure', ' Comedy']",104,5.2,47,6699,52.0
571,Hardcore Henry,2015,R,"['Action', ' Adventure', ' Sci-Fi']",96,6.7,51,98657,67.0
572,Gemini Man,2019,PG-13,"['Action', ' Sci-Fi', ' Thriller']",117,5.7,38,116662,57.0
573,Twilight Zone: The Movie,1983,PG,"['Horror', ' Sci-Fi']",101,6.4,44,39445,64.0
574,2010: The Year We Make Contact,1984,PG,"['Adventure', ' Mystery', ' Sci-Fi']",116,6.7,53,55054,67.0
575,Fantastic Four: Rise of the Silver Surfer,2007,PG,"['Action', ' Adventure', ' Fantasy']",92,5.6,45,271021,56.0
576,The Adjustment Bureau,2011,PG-13,"['Romance', ' Sci-Fi', ' Thriller']",106,7.0,60,262538,70.0
577,Bubble Boy,2001,PG-13,"['Adventure', ' Comedy', ' Romance']",84,5.7,41,34217,57.0
578,Left Behind,2014,PG-13,"['Action', ' Fantasy', ' Sci-Fi']",110,3.1,12,41120,31.0
579,The Brood,1979,R,"['Horror', ' Sci-Fi']",92,6.8,63,32283,68.0
580,Moonraker,1979,PG,"['Action', ' Adventure', ' Sci-Fi']",126,6.2,66,104566,62.0
581,Explorers,1985,PG,"['Adventure', ' Comedy', ' Family']",109,6.4,58,22840,64.0
582,Forbidden Planet,1956,G,"['Adventure', ' Sci-Fi']",98,7.5,80,51044,75.0
583,Bill & Ted's Bogus Journey,1991,PG,"['Adventure', ' Comedy', ' Fantasy']",93,6.3,60,78398,63.0
584,Plan 9 from Outer Space,1957,Not Rated,"['Horror', ' Sci-Fi']",79,3.9,56,39446,39.0
585,Zardoz,1974,R,"['Adventure', ' Fantasy', ' Sci-Fi']",105,5.8,46,23547,58.0
586,Universal Soldier,1992,R,"['Action', ' Sci-Fi']",102,6.1,35,92854,61.0
587,Bedtime Stories,2008,PG,"['Adventure', ' Comedy', ' Family']",99,6.0,33,98151,60.0
588,Wild Wild West,1999,PG-13,"['Action', ' Comedy', ' Sci-Fi']",106,4.9,38,163804,49.0
589,If I Stay,2014,PG-13,"['Drama', ' Fantasy', ' Music']",107,6.7,46,125789,67.0
590,Spies in Disguise,2019,PG,"['Animation', ' Action', ' Adventure']",102,6.8,54,52516,68.0
591,Congo,1995,PG-13,"['Action', ' Adventure', ' Mystery']",109,5.3,22,47144,53.0
592,"I, Frankenstein",2014,PG-13,"['Action', ' Fantasy', ' Sci-Fi']",92,5.1,30,82518,51.0
593,Gamer,2009,R,"['Action', ' Sci-Fi', ' Thriller']",95,5.7,27,137304,57.0
594,Resident Evil: Extinction,2007,R,"['Action', ' Horror', ' Sci-Fi']",94,6.2,41,200159,62.0
595,The Thirteenth Floor,1999,R,"['Mystery', ' Sci-Fi', ' Thriller']",100,7.0,36,74610,70.0
596,Starman,1984,PG,"['Romance', ' Sci-Fi']",115,7.0,70,49381,70.0
597,Next,2007,PG-13,"['Action', ' Sci-Fi', ' Thriller']",96,6.2,42,162370,62.0
598,Re-Animator,1985,Unrated,"['Comedy', ' Horror', ' Sci-Fi']",84,7.2,73,67829,72.0
599,Timeline,2003,PG-13,"['Action', ' Adventure', ' Sci-Fi']",116,5.6,28,64505,56.0
600,From Beyond,1986,R,"['Horror', ' Sci-Fi']",85,6.6,60,28097,66.0
601,Sky Captain and the World of Tomorrow,2004,PG,"['Action', ' Adventure', ' Mystery']",106,6.1,64,86134,61.0
602,Replicas,2018,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",107,5.4,19,40283,54.0
603,Doomsday,2008,R,"['Action', ' Sci-Fi', ' Thriller']",105,5.9,51,78533,59.0
604,Self/less,2015,PG-13,"['Action', ' Mystery', ' Sci-Fi']",117,6.5,34,101496,65.0
605,Species II,1998,R,"['Action', ' Horror', ' Sci-Fi']",93,4.5,19,30211,45.0
606,Death Race 2000,1975,R,"['Action', ' Comedy', ' Sci-Fi']",80,6.2,58,29215,62.0
607,Star Trek III: The Search for Spock,1984,PG,"['Action', ' Adventure', ' Sci-Fi']",105,6.6,56,83232,66.0
608,Flatliners,1990,R,"['Drama', ' Horror', ' Sci-Fi']",115,6.5,55,89946,65.0
609,Mortal Kombat: Annihilation,1997,PG-13,"['Action', ' Adventure', ' Fantasy']",95,3.6,11,56333,36.0
610,The Purge: Anarchy,2014,R,"['Action', ' Horror', ' Sci-Fi']",103,6.4,50,156618,64.0
611,Aliens vs. Predator: Requiem,2007,R,"['Action', ' Adventure', ' Horror']",94,4.6,29,129241,46.0
612,Apollo 18,2011,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",86,5.2,24,56692,52.0
613,Æon Flux,2005,PG-13,"['Action', ' Adventure', ' Sci-Fi']",93,5.4,36,130670,54.0
614,The Saint,1997,PG-13,"['Action', ' Adventure', ' Romance']",116,6.2,50,70491,62.0
615,Star Wars: The Clone Wars,2008,PG,"['Animation', ' Action', ' Adventure']",98,5.9,35,69125,59.0
616,The Handmaid's Tale,1990,R,"['Drama', ' Romance', ' Sci-Fi']",108,6.0,53,10173,60.0
617,Bicentennial Man,1999,PG,"['Drama', ' Sci-Fi']",132,6.9,42,120856,69.0
618,Ice Age: Collision Course,2016,PG,"['Animation', ' Adventure', ' Comedy']",94,5.6,34,70321,56.0
619,Surrogates,2009,PG-13,"['Action', ' Sci-Fi', ' Thriller']",89,6.3,45,177681,63.0
620,The Day the Earth Stood Still,1951,G,"['Drama', ' Sci-Fi']",92,7.8,83,83606,78.0
621,Oxygen,2021,TV-14,"['Drama', ' Fantasy', ' Sci-Fi']",100,6.5,67,41381,65.0
622,Scoob!,2020,PG,"['Animation', ' Adventure', ' Comedy']",93,5.6,43,28315,56.0
623,Alienoid,2022,Not Rated,"['Action', ' Adventure', ' Fantasy']",142,6.2,54,3775,62.0
624,The Black Hole,1979,PG,"['Action', ' Sci-Fi']",98,5.9,52,26774,59.0
625,The Secret of NIMH,1982,G,"['Animation', ' Adventure', ' Drama']",82,7.5,76,42933,75.0
626,Rollerball,1975,Approved,"['Action', ' Sci-Fi', ' Sport']",125,6.6,56,26834,66.0
627,Volcano,1997,PG-13,"['Action', ' Drama', ' Sci-Fi']",104,5.5,55,78984,55.0
628,Earth Girls Are Easy,1988,PG,"['Comedy', ' Musical', ' Romance']",100,5.4,66,24162,54.0
629,Escape from L.A.,1996,R,"['Action', ' Adventure', ' Sci-Fi']",101,5.7,54,77553,57.0
630,Jason X,2001,R,"['Action', ' Horror', ' Sci-Fi']",92,4.4,25,58660,44.0
631,Cyborg,1989,R,"['Action', ' Sci-Fi', ' Thriller']",86,5.0,24,32652,50.0
632,A Scanner Darkly,2006,R,"['Animation', ' Comedy', ' Crime']",100,7.0,73,114398,70.0
633,THX 1138,1971,R,"['Drama', ' Sci-Fi', ' Thriller']",86,6.7,75,52950,67.0
634,Europa Report,2013,PG-13,"['Adventure', ' Drama', ' Mystery']",90,6.4,68,73062,64.0
635,Mute,2018,TV-MA,"['Mystery', ' Sci-Fi', ' Thriller']",126,5.4,35,36779,54.0
636,Mr. Peabody & Sherman,2014,PG,"['Animation', ' Adventure', ' Comedy']",92,6.8,59,73862,68.0
637,Belle,2021,PG,"['Animation', ' Adventure', ' Drama']",121,7.1,83,14544,71.0
638,The Curse of the Were-Rabbit,2005,G,"['Animation', ' Adventure', ' Comedy']",85,7.5,87,140346,75.0
639,The Purge: Election Year,2016,R,"['Action', ' Horror', ' Sci-Fi']",108,6.0,55,105070,60.0
640,Resident Evil: Afterlife,2010,R,"['Action', ' Horror', ' Sci-Fi']",96,5.8,37,175116,58.0
641,Freaks,2018,R,"['Drama', ' Mystery', ' Sci-Fi']",105,6.7,63,37298,67.0
642,The Animal,2001,PG-13,"['Comedy', ' Sci-Fi']",84,4.8,43,61765,48.0
643,Ron's Gone Wrong,2021,PG,"['Animation', ' Adventure', ' Comedy']",107,7.0,65,36888,70.0
644,Innerspace,1987,PG,"['Action', ' Adventure', ' Comedy']",120,6.8,66,62577,68.0
645,The Nutty Professor,1996,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",95,5.7,62,120432,57.0
646,Igor,2008,PG,"['Animation', ' Comedy', ' Family']",87,5.9,40,23870,59.0
647,Repo Man,1984,R,"['Action', ' Comedy', ' Crime']",92,6.9,82,39029,69.0
648,Barb Wire,1996,R,"['Action', ' Sci-Fi']",98,3.5,40,30250,35.0
649,Cell,2016,R,"['Action', ' Adventure', ' Horror']",98,4.4,38,29108,44.0
650,King Kong,1933,Passed,"['Adventure', ' Horror', ' Sci-Fi']",100,7.9,92,87875,79.0
651,Jexi,2019,R,"['Comedy', ' Romance', ' Sci-Fi']",84,6.0,39,29432,60.0
652,Westworld,1973,PG,"['Action', ' Sci-Fi', ' Thriller']",88,6.9,77,60630,69.0
653,The Dead Zone,1983,R,"['Drama', ' Horror', ' Sci-Fi']",103,7.2,69,73509,72.0
654,The Time Traveler's Wife,2009,PG-13,"['Comedy', ' Drama', ' Fantasy']",107,7.1,47,154098,71.0
655,Mary Shelley's Frankenstein,1994,R,"['Drama', ' Horror', ' Romance']",123,6.3,49,57153,63.0
656,Dreamcatcher,2003,R,"['Drama', ' Horror', ' Sci-Fi']",134,5.5,35,94447,55.0
657,The Time Machine,1960,G,"['Adventure', ' Romance', ' Sci-Fi']",103,7.5,67,42902,75.0
658,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,PG,"['Action', ' Adventure', ' Comedy']",88,6.0,45,57901,60.0
659,Spring,2014,Not Rated,"['Horror', ' Romance', ' Sci-Fi']",109,6.7,70,29835,67.0
660,Captive State,2019,PG-13,"['Action', ' Horror', ' Sci-Fi']",109,6.0,54,55786,60.0
661,Child's Play,2019,R,"['Drama', ' Horror', ' Sci-Fi']",90,5.7,48,53992,57.0
662,Brian and Charles,2022,PG,"['Comedy', ' Drama', ' Sci-Fi']",90,6.7,66,6727,67.0
663,The Final Countdown,1980,PG,"['Action', ' Adventure', ' Sci-Fi']",103,6.6,51,25418,66.0
664,Buck Rogers in the 25th Century,1981,TV-14,"['Action', ' Adventure', ' Sci-Fi']",60,6.9,45,9820,69.0
665,Spy Kids 4: All the Time in the World,2011,PG,"['Action', ' Adventure', ' Comedy']",89,3.5,37,26905,35.0
666,Repo! The Genetic Opera,2008,R,"['Horror', ' Musical', ' Sci-Fi']",98,6.4,32,25765,64.0
667,The Manchurian Candidate,2004,R,"['Drama', ' Mystery', ' Sci-Fi']",129,6.6,76,113275,66.0
668,The Outwaters,2022,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",110,4.1,72,2755,41.0
669,Skyline,2010,PG-13,"['Action', ' Sci-Fi', ' Thriller']",92,4.5,26,90879,45.0
670,Darkman,1990,R,"['Action', ' Sci-Fi', ' Thriller']",96,6.4,65,67108,64.0
671,The Jacket,2005,R,"['Drama', ' Fantasy', ' Mystery']",103,7.1,44,116441,71.0
672,Supergirl,1984,PG,"['Action', ' Adventure', ' Fantasy']",124,4.4,41,22950,44.0
673,Freejack,1992,R,"['Action', ' Crime', ' Sci-Fi']",110,5.4,34,16850,54.0
674,Southland Tales,2006,R,"['Comedy', ' Drama', ' Mystery']",145,5.3,44,39671,53.0
675,Star Trek V: The Final Frontier,1989,PG,"['Action', ' Adventure', ' Fantasy']",107,5.5,43,62115,55.0
676,The Vast of Night,2019,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",91,6.7,84,41780,67.0
677,Fantastic Planet,1973,PG,"['Animation', ' Sci-Fi']",72,7.7,73,33842,77.0
678,The Titan,2018,TV-MA,"['Drama', ' Mystery', ' Romance']",97,4.8,33,32487,48.0
679,Artemis Fowl,2020,PG,"['Adventure', ' Family', ' Fantasy']",95,4.3,31,29558,43.0
680,Eight Legged Freaks,2002,PG-13,"['Action', ' Adventure', ' Comedy']",99,5.5,53,58749,55.0
681,Astro Boy,2009,PG,"['Animation', ' Action', ' Adventure']",94,6.2,53,38225,62.0
682,The Last Days of American Crime,2020,TV-MA,"['Action', ' Crime', ' Drama']",148,3.8,15,12033,38.0
683,Phantasm,1979,R,"['Horror', ' Sci-Fi']",89,6.6,72,38961,66.0
684,The Toxic Avenger,1984,R,"['Action', ' Comedy', ' Horror']",82,6.2,42,30043,62.0
685,Critters,1986,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",86,6.1,52,37231,61.0
686,Cloudy with a Chance of Meatballs 2,2013,PG,"['Animation', ' Adventure', ' Comedy']",95,6.3,59,108437,63.0
687,"Honey, I Blew Up the Kid",1992,PG,"['Adventure', ' Comedy', ' Family']",89,4.9,50,45534,49.0
688,Take Shelter,2011,R,"['Drama', ' Horror', ' Sci-Fi']",120,7.3,85,103672,73.0
689,Paycheck,2003,PG-13,"['Action', ' Mystery', ' Sci-Fi']",119,6.3,43,110827,63.0
690,Flatliners,2017,PG-13,"['Drama', ' Horror', ' Mystery']",109,5.2,27,49057,52.0
691,K-PAX,2001,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",120,7.4,49,188143,74.0
692,Perfect Sense,2011,R,"['Drama', ' Romance', ' Sci-Fi']",92,7.0,55,61838,70.0
693,Titan A.E.,2000,PG,"['Animation', ' Action', ' Adventure']",94,6.6,48,62530,66.0
694,Thelma,2017,Not Rated,"['Drama', ' Fantasy', ' Horror']",116,7.0,74,34460,70.0
695,The Watch,2012,R,"['Comedy', ' Sci-Fi']",102,5.7,36,130370,57.0
696,Mimic,1997,R,"['Horror', ' Sci-Fi']",105,6.0,55,53455,60.0
697,Rupture,2016,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",102,4.9,35,7502,49.0
698,The X Files,1998,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",121,7.0,60,107712,70.0
699,Seconds,1966,R,"['Sci-Fi', ' Thriller']",106,7.6,71,20914,76.0
700,"20,000 Leagues Under the Sea",1954,G,"['Adventure', ' Drama', ' Family']",127,7.2,83,35427,72.0
701,Ultraviolet,2006,PG-13,"['Action', ' Sci-Fi']",88,4.3,18,83045,43.0
702,Morgan,2016,R,"['Action', ' Horror', ' Sci-Fi']",92,5.8,48,44792,58.0
703,Another Earth,2011,PG-13,"['Drama', ' Romance', ' Sci-Fi']",92,6.9,66,97677,69.0
704,Battle Los Angeles,2011,PG-13,"['Action', ' Adventure', ' Sci-Fi']",116,5.7,37,182502,57.0
705,Project Almanac,2015,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",106,6.3,47,81965,63.0
706,Altered States,1980,R,"['Horror', ' Sci-Fi', ' Thriller']",102,6.9,58,36791,69.0
707,Airplane II: The Sequel,1982,PG,"['Comedy', ' Sci-Fi']",85,6.1,48,54576,61.0
708,Frankenstein,1931,Passed,"['Drama', ' Horror', ' Sci-Fi']",70,7.8,91,75615,78.0
709,The Man Who Fell to Earth,1976,R,"['Drama', ' Sci-Fi']",139,6.6,81,27595,66.0
710,The Space Between Us,2017,PG-13,"['Drama', ' Romance', ' Sci-Fi']",120,6.4,33,54607,64.0
711,Captain Underpants: The First Epic Movie,2017,PG,"['Animation', ' Action', ' Adventure']",89,6.2,69,30207,62.0
712,Body Snatchers,1993,R,"['Horror', ' Sci-Fi']",87,6.0,65,20296,60.0
713,Bleeding Steel,2017,R,"['Action', ' Sci-Fi', ' Thriller']",109,5.1,43,10590,51.0
714,Jung_E,2023,TV-14,"['Action', ' Adventure', ' Drama']",98,5.4,52,9113,54.0
715,Daybreakers,2009,R,"['Action', ' Horror', ' Sci-Fi']",98,6.4,57,131617,64.0
716,The Lego Ninjago Movie,2017,PG,"['Animation', ' Action', ' Adventure']",101,6.0,55,27900,60.0
717,Outlander,2008,R,"['Action', ' Adventure', ' Sci-Fi']",115,6.2,40,76987,62.0
718,Automata,2014,R,"['Action', ' Drama', ' Sci-Fi']",109,6.0,37,58003,60.0
719,Flubber,1997,PG,"['Comedy', ' Family', ' Sci-Fi']",93,5.3,37,91993,53.0
720,Mac and Me,1988,PG,"['Adventure', ' Comedy', ' Family']",99,3.3,26,13850,33.0
721,Cargo,2017,TV-MA,"['Drama', ' Horror', ' Sci-Fi']",105,6.3,65,45745,63.0
722,Village of the Damned,1995,R,"['Horror', ' Sci-Fi', ' Thriller']",98,5.6,41,33044,56.0
723,Something in the Dirt,2022,R,"['Comedy', ' Horror', ' Mystery']",116,5.9,76,3892,59.0
724,The One,2001,PG-13,"['Action', ' Sci-Fi', ' Thriller']",87,5.9,25,93944,59.0
725,Leviathan,1989,R,"['Adventure', ' Horror', ' Mystery']",98,5.8,51,21882,58.0
726,Piranha,1978,R,"['Comedy', ' Horror', ' Sci-Fi']",94,5.9,71,23133,59.0
727,Anon,2018,TV-MA,"['Crime', ' Mystery', ' Sci-Fi']",100,6.1,54,46493,61.0
728,Inspector Gadget,1999,PG,"['Action', ' Adventure', ' Comedy']",78,4.2,36,49544,42.0
729,Junior,1994,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",109,4.7,59,70782,47.0
730,Spy Kids 2: Island of Lost Dreams,2002,PG,"['Action', ' Adventure', ' Comedy']",100,5.3,66,70284,53.0
731,Cherry 2000,1987,PG-13,"['Action', ' Adventure', ' Comedy']",99,5.5,59,10185,55.0
732,Cooties,2014,R,"['Action', ' Comedy', ' Horror']",88,5.7,49,27162,57.0
733,Race to Witch Mountain,2009,PG,"['Action', ' Adventure', ' Family']",98,5.7,52,61364,57.0
734,Jiu Jitsu,2020,R,"['Action', ' Sci-Fi', ' Thriller']",102,2.9,27,9433,29.0
735,xXx: State of the Union,2005,PG-13,"['Action', ' Adventure', ' Crime']",101,4.5,37,72070,45.0
736,Solaris,2002,PG-13,"['Drama', ' Mystery', ' Romance']",99,6.2,65,84539,62.0
737,Priest,2011,PG-13,"['Action', ' Fantasy', ' Horror']",87,5.7,41,121820,57.0
738,The Arrival,1996,PG-13,"['Mystery', ' Sci-Fi', ' Thriller']",115,6.2,56,36491,62.0
739,The Girl with All the Gifts,2016,R,"['Action', ' Adventure', ' Drama']",111,6.6,67,62180,66.0
740,Sphere,1998,PG-13,"['Action', ' Mystery', ' Sci-Fi']",134,6.1,35,109168,61.0
741,The Boys from Brazil,1978,R,"['Drama', ' Mystery', ' Sci-Fi']",125,7.0,40,29291,70.0
742,Land of the Dead,2005,R,"['Horror', ' Sci-Fi', ' Thriller']",93,6.2,71,98649,62.0
743,The Beach House,2019,Not Rated,"['Drama', ' Horror', ' Mystery']",88,5.3,64,7668,53.0
744,Invasion of the Body Snatchers,1956,Approved,"['Drama', ' Horror', ' Sci-Fi']",80,7.7,92,52154,77.0
745,Looker,1981,PG,"['Drama', ' Sci-Fi', ' Thriller']",93,6.1,20,5801,61.0
746,Mother/Android,2021,R,"['Drama', ' Sci-Fi', ' Thriller']",110,4.9,43,20149,49.0
747,The Fury,1978,R,"['Horror', ' Sci-Fi', ' Thriller']",118,6.3,64,16299,63.0
748,The Untamed,2016,Not Rated,"['Drama', ' Horror', ' Mystery']",98,6.1,72,6164,61.0
749,High-Rise,2015,R,"['Drama', ' Sci-Fi']",119,5.5,65,43930,55.0
750,Them!,1954,Not Rated,"['Horror', ' Sci-Fi']",94,7.2,74,23053,72.0
751,The War of the Worlds,1953,G,"['Action', ' Sci-Fi', ' Thriller']",85,7.0,78,37132,70.0
752,I'm Your Man,2021,R,"['Comedy', ' Drama', ' Romance']",108,7.1,78,10740,71.0
753,Land of the Lost,2009,PG-13,"['Action', ' Adventure', ' Comedy']",102,5.3,32,73204,53.0
754,2067,2020,Not Rated,"['Mystery', ' Sci-Fi']",114,4.9,39,10687,49.0
755,2046,2004,R,"['Drama', ' Romance', ' Sci-Fi']",129,7.4,78,59508,74.0
756,Swan Song,2021,R,"['Drama', ' Romance', ' Sci-Fi']",116,6.8,66,15558,68.0
757,The Flintstones in Viva Rock Vegas,2000,PG,"['Comedy', ' Family', ' Romance']",90,3.7,27,24511,37.0
758,Maggie,2015,PG-13,"['Drama', ' Horror', ' Sci-Fi']",95,5.6,52,45448,56.0
759,Outside the Wire,2021,R,"['Action', ' Adventure', ' Fantasy']",114,5.4,45,43977,54.0
760,RoboCop 3,1993,PG-13,"['Action', ' Crime', ' Sci-Fi']",104,4.1,40,51918,41.0
761,TMNT,2007,PG,"['Animation', ' Action', ' Adventure']",87,6.2,41,66260,62.0
762,Dark Skies,2013,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",97,6.3,50,77635,63.0
763,The House with a Clock in Its Walls,2018,PG,"['Comedy', ' Family', ' Fantasy']",105,6.0,57,53475,60.0
764,Bliss,2021,R,"['Drama', ' Romance', ' Sci-Fi']",103,5.3,40,18894,53.0
765,The First Purge,2018,R,"['Action', ' Horror', ' Sci-Fi']",97,5.2,54,66379,52.0
766,The Discovery,2017,TV-MA,"['Drama', ' Romance', ' Sci-Fi']",102,6.2,54,35919,62.0
767,The Divide,2011,R,"['Drama', ' Horror', ' Sci-Fi']",112,5.8,28,37648,58.0
768,Godzilla,1954,Not Rated,"['Horror', ' Sci-Fi']",96,7.5,78,35598,75.0
769,Time After Time,1979,PG,"['Adventure', ' Drama', ' Sci-Fi']",112,7.1,69,19591,71.0
770,Books of Blood,2020,TV-MA,"['Drama', ' Horror', ' Mystery']",107,5.6,42,8589,56.0
771,Swamp Thing,1982,PG,"['Horror', ' Sci-Fi']",91,5.3,50,15190,53.0
772,Escape from the Planet of the Apes,1971,G,"['Action', ' Sci-Fi']",98,6.3,69,36930,63.0
773,Hotel Artemis,2018,R,"['Action', ' Crime', ' Drama']",94,6.1,58,55595,61.0
774,Bad Taste,1987,Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",91,6.5,52,48052,65.0
